,title,originallink,link,description,pubDate
2,"바이셀스탠다드, 싱가포르 거점 마련…해외 STO 상장 속도낸다",https://www.businesskorea.co.kr/news/articleView.html?idxno=221404,https://www.businesskorea.co.kr/news/articleView.html?idxno=221404,"한편 KB금융그룹은 국내 유망 스타트업을 선정, 싱가포르에 있는 KB 글로벌 <b>핀테크</b>랩을 통해 글로벌 동반성장에 나서고 있다. 선정된 기업들에게는 △싱가포르 내 업무공간 △현지 AC 육성 프로그램 제공 △기관... ","Thu, 18 Jul 2024 08:30:00 +0900"
3,"바이셀스탠다드, 싱가포르 상륙…해외 STO 상장 속도낸다",http://www.beyondpost.co.kr/view.php?ud=20240718082011376446a9e4dd7f_30,http://www.beyondpost.co.kr/view.php?ud=20240718082011376446a9e4dd7f_30,"우량한 국내 기초자산과 상품을 선보이고 해외 STO 영토를 넓혀 나갈 것”이라고 말했다. 한편 KB금융그룹은 국내 유망 스타트업을 선정, 싱가포르에 있는 KB 글로벌 <b>핀테크</b>랩을 통해 글로벌 동반성장에 나서고 있다.","Thu, 18 Jul 2024 08:26:00 +0900"
4,"빅테크 범람 속 빛난 기후테크···K스타트업 저력, ESG 이끈다",http://www.enewstoday.co.kr/news/articleView.html?idxno=2153382,http://www.enewstoday.co.kr/news/articleView.html?idxno=2153382,"후시파트너스는 탄소배출권을 발굴·획득·거래하는 기후<b>핀테크</b> 스타트업으로 이번 사업을 통해 광명역세권 내 위치한 기업과 시민, 공공기관 등이 추진한 다양한 온실가스 감축활동을 대상으로 탄소배출권 사업화를... ","Thu, 18 Jul 2024 08:00:00 +0900"
5,"프리핀스, 현대카드 PLCC 사업실장 출신 한희석 부대표 영입...<b>핀테크</b> 역량 강...",http://www.issuenbiz.com/news/articleView.html?idxno=46385,http://www.issuenbiz.com/news/articleView.html?idxno=46385,다날<b>핀테크</b> CSO(최고전략책임자)를 역임했던 IT·금융 전문가 한희석 부대표를 영입했다고 18일 밝혔다. 한... 또한 다날의 블록체인 자회사이자 페이코인 운영사인 다날<b>핀테크</b>에서는 최고전략책임자로서 세계 최초... ,"Thu, 18 Jul 2024 07:52:00 +0900"
6,"렌털 클라우드 플랫폼 '프리핀스', 현대카드 PLCC 사업실장 출신 한희석 부대...",http://www.hansbiz.co.kr/news/articleView.html?idxno=703509,http://www.hansbiz.co.kr/news/articleView.html?idxno=703509,"한희석 부대표 /프리핀스  렌털산업 클라우드 플랫폼 기업 프리핀스가 현대카드 PLCC 사업실장과 다날<b>핀테크</b>... 또한 다날의 블록체인 자회사이며 페이코인 운영사인 다날<b>핀테크</b>에서는 최고전략책임자로, 세계 최초... ","Thu, 18 Jul 2024 07:34:00 +0900"
7,"헥토파이낸셜, 주가 급등…아마존 선정산 서비스 출시 기대↑",http://www.thebigdata.co.kr/view.php?ud=202407180639197097cd1e7f0bdf_23,http://www.thebigdata.co.kr/view.php?ud=202407180639197097cd1e7f0bdf_23,"중인 <b>핀테크</b>에 위탁 문의가 활발한 것으로 파악되며, 헥토파이낸셜은 유일하게 선불·PG업 대행 수요를 모두 충족할 수 있다&quot;고 설명했다. 그러면서 &quot;연내 라이브커머스 시장 개화에 따른 정산 수혜, 고수익의 선정산... ","Thu, 18 Jul 2024 06:40:00 +0900"
8,'AI 퇴직연금' 시대 성큼…운용 알고리즘 206종 심사 통과,https://www.yna.co.kr/view/AKR20240717153800008?input=1195m,https://n.news.naver.com/mnews/article/001/0014813308?sid=101,코스콤에 따르면 심사 통과 업체는 올해 9월 <b>핀테크</b>지원센터에 '혁신금융 서비스' 지정 신청을 하고 이 절차를 통과하면 올해 12월 11일 이후부터 AI 퇴직연금 상품을 비대면으로 판매할 수 있다. AI 퇴직연금은 알고리즘... ,"Thu, 18 Jul 2024 06:30:00 +0900"
9,김범수 구속 기로에… 카카오 앞날 ‘시계제로’,http://www.segye.com/newsView/20240717515549?OutUrl=naver,https://n.news.naver.com/mnews/article/022/0003951735?sid=101,"지난해 12월 카카오의 <b>핀테크</b> 계열사 카카오페이는 사법리스크 여파로 미국 종합증권사 시버트 경영권 인수가 무산됐고, 카카오모빌리티의 유럽 최대 택시 호출 플랫폼 프리나우 인수도 사실상 실패했다. 제주시... ","Thu, 18 Jul 2024 06:02:00 +0900"
0,재상장 성공한 페이코인… 국내 사업 포기가 비결?,https://biz.chosun.com/stock/finance/2024/07/18/RKHTULD6ERFHVMVDSVV2XOCWUU/?utm_source=naver&utm_medium=original&utm_campaign=biz,https://n.news.naver.com/mnews/article/366/0001005503?sid=101,"페이코인은 <b>핀테크</b> 기업 다날 자회사 페이프로토콜이 운영하는 가상자산 결제 서비스다. 지난해 금융당국이 페이코인의 결제 서비스에 은행 실명계좌 확보가 필요하다며 VASP 변경신고를 요구했으나, 이를 실패하자... ","Thu, 18 Jul 2024 06:01:00 +0900"
1,&quot;경영진 뚝심 덕분에 이 자리까지 왔죠&quot;,http://news.mt.co.kr/mtview.php?no=2024071517051371020,https://n.news.naver.com/mnews/article/008/0005065273?sid=101,이제는 넓어진 영토에서 <b>핀테크</b> 기술 등을 앞세워 '디지털 금융 DNA'를 심고 있다. 국경을 넘어 미래로 향하는 K금융의 전략을 취재했다. &quot;외형 성장과 관련해 한 번도 푸쉬를 받아본 적이 없어요.&quot; 미국 캘리포니아... ,"Thu, 18 Jul 2024 05:55:00 +0900"
2,40년째 미국 시장 꿋꿋히 두드린 K보험…알래스카도 녹인다,http://news.mt.co.kr/mtview.php?no=2024071517141819507,https://n.news.naver.com/mnews/article/008/0005065271?sid=101,이제는 넓어진 영토에서 <b>핀테크</b> 기술 등을 앞세워 '디지털 금융 DNA'를 심고 있다. 국경을 넘어 미래로 향하는 K금융의 전략을 취재했다. #미국 LA공항에서 한 시간을 차로 달리면 캘리포니아주 애너하임에 위치한... ,"Thu, 18 Jul 2024 05:45:00 +0900"
3,AI 기술 입은 토종 SW 기업…해외 시장 공략 본격화,https://www.sedaily.com/NewsView/2DBSDSX7IN,https://n.news.naver.com/mnews/article/011/0004367972?sid=105,특히 오랜 기간 기업간거래(B2B) <b>핀테크</b> 분야에서 쌓은 경험을 토대로 AI 기술을 기반으로 글로벌 서비스형... 석창규 웹케시그룹 회장은 “국내 B2B <b>핀테크</b> 분야에서의 성공 모델을 기반으로 해외 시장을 꾸준히... ,"Thu, 18 Jul 2024 05:31:00 +0900"
4,"캠퍼스타운 기업성장센터, 서울시 창업지원기관 6곳과 MOU",http://news.mt.co.kr/mtview.php?no=2024071715205980086,https://n.news.naver.com/mnews/article/008/0005065263?sid=101,"이번 MOU에는 건국대학교 창업지원단, 서대문구청, 서울창조경제혁신센터, 제2서울<b>핀테크</b>랩, 숭실대학교 창업지원단, 캠퍼스타운 기업성장센터 등 총 6곳이 참여했다. MOU를 통해 운영협의체를 구성한 이들 기관은 오는... ","Thu, 18 Jul 2024 05:30:00 +0900"
5,"&quot;한국, 매력없어…할 건 이자장사뿐&quot; 외국은행 11곳 韓 떠났다 [엑시트 코리아...",https://www.joongang.co.kr/article/25264293,https://n.news.naver.com/mnews/article/025/0003374058?sid=101,<b>핀테크</b> 기업에 대한 지원 강화와 외환시장 개장시간 확대 등이다. 그러나 싱가포르와의 격차는 좁혀지지 않고 있다. 싱가포르는 자본이득이나 양도소득에 대해서는 과세를 하지 않는 데다 영국·캐나다 등 전 세계... ,"Thu, 18 Jul 2024 05:00:00 +0900"
6,카카오 '오너 리스크' 최고조...쇄신·신사업 '빨간불',https://www.digitaltoday.co.kr/news/articleView.html?idxno=525766,https://www.digitaltoday.co.kr/news/articleView.html?idxno=525766,지난해 12월 카카오의 <b>핀테크</b> 계열사 카카오페이는 사법리스크 여파로 미국 종합증권사 시버트 경영권 인수가 무산됐다. 또 카카오모빌리티가 추진하던 유럽 최대 택시 호출 플랫폼 '프리나우' 인수도 사실상 협상이... ,"Wed, 17 Jul 2024 21:38:00 +0900"
7,[출향인을 만나다] 여영현 농협중앙회 상호금융대표이사 &quot;직원 동기부여와 소...,https://www.imaeil.com/page/view/2024071610513520841,https://n.news.naver.com/mnews/article/088/0000892435?sid=101,"뿐만 아니라, 농협상호금융은 디지털 혁신을 통해 <b>핀테크</b>를 선도하고 있습니다. 2016년 농축협 대표 종합디지털플랫폼인 'NH콕뱅크'를 출시했으며, 2021년에는 상호금융업권 최초로 마이데이터 서비스를 제공하기... ","Wed, 17 Jul 2024 19:30:00 +0900"
8,"KB금융, 혁신 K-스타트업 글로벌 유니콘으로 키운다",http://www.00news.co.kr/news/articleView.html?idxno=87270,http://www.00news.co.kr/news/articleView.html?idxno=87270,기업들은 싱가포르의 'KB 글로벌 <b>핀테크</b> 랩'을 통해 ▲싱가포르 내 업무공간 지원 ▲현지 AC육성 프로그램 제공 ▲기관 네트워크 지원 ▲현지 VC 연계 투자 지원 ▲동남아시아에 진출한 KB금융 계열사와의 협업 ▲현지... ,"Wed, 17 Jul 2024 18:52:00 +0900"
9,"KB금융, 미래 유니콘 성장할 스타트업 키운다",http://www.fnnews.com/news/202407171836366300,https://n.news.naver.com/mnews/article/014/0005215025?sid=101,KB스타터스 싱가포르로 선정된 기업은 싱가포르 'KB 글로벌 <b>핀테크</b> 랩'을 통해 △싱가포르 내 업무공간 지원 △현지 AC육성 프로그램 제공△기관 네트워크 지원 △현지 VC 연계 투자 지원 △동남아시아에 진출한 KB금융... ,"Wed, 17 Jul 2024 18:37:00 +0900"
0,"KB금융, 국내 12개 스타트업 선정해 기업 육성 나선다",https://biz.sbs.co.kr/article_hub/20000182220?division=NAVER,https://n.news.naver.com/mnews/article/374/0000393184?sid=101,"이번 선정된 기업은 싱가포르의 KB 글로벌 <b>핀테크</b> 랩을 통해 ▲싱가포르 내 업무공간 지원, ▲현지 AC육성 프로그램 제공, ▲기관 네트워크 지원, ▲현지 VC 연계 투자 지원, ▲동남아시아에 진출한 KB금융 계열사와의... ","Wed, 17 Jul 2024 18:23:00 +0900"
1,"[뉴스인사이드-뉴스 톡톡] HD현대, LH, 삼성전기, KB금융",http://www.newsinside.kr/news/articleView.html?idxno=2387679,http://www.newsinside.kr/news/articleView.html?idxno=2387679,"이들 12개사는 싱가포르의 'KB 글로벌 <b>핀테크</b> 랩'을 통해 ▲싱가포르 내 업무공간 지원 ▲현지 AC육성 프로그램 제공 ▲기관 네트워크 지원, ▲현지 VC 연계 투자 지원 ▲동남아시아에 진출한 KB금융 계열사와의 협업... ","Wed, 17 Jul 2024 18:10:00 +0900"
2,"KB금융, 'KB스타터스 싱가포르' 12개 선정…글로벌 유니콘 기업 육성",https://www.s-journal.co.kr/news/articleView.html?idxno=23025,https://www.s-journal.co.kr/news/articleView.html?idxno=23025,KB스타터스 싱가포르로 선정된 기업은 싱가포르의 'KB 글로벌 <b>핀테크</b> 랩'을 통해 ▲싱가포르 내 업무공간 지원 ▲현지 AC육성 프로그램 제공 ▲기관 네트워크 지원 ▲현지 VC 연계 투자 지원 ▲동남아시아에 진출한... ,"Wed, 17 Jul 2024 18:00:00 +0900"
3,"다날, 페이코인 일본 실물결제 추진···다날<b>핀테크</b>·JPM과 협업",https://decenter.kr/NewsView/2DBRZ19BJF,https://decenter.kr/NewsView/2DBRZ19BJF,"다날은 계열사 다날<b>핀테크</b>와 일본 무인주차장 전문 운영사 재팬파킹메인터넌스(JPM), 한국 파킹 솔루션 기업... 다날<b>핀테크</b> 자회사인 모빌렛도 일본 내 서비스, 결제처 활성화를 통해 빠른 성과를 보일 것”이라고... ","Wed, 17 Jul 2024 17:58:00 +0900"
4,&quot;AI기술 무장&quot; 해외로 무대 넓히는 토종 SW기업,https://www.sedaily.com/NewsView/2DBRYCYJJ0,https://n.news.naver.com/mnews/article/011/0004367858?sid=105,특히 오랜 기간 기업간거래(B2B) <b>핀테크</b> 분야에서 쌓은 경험을 토대로 AI 기술을 기반으로 글로벌 서비스형... 석창규 웹케시그룹 회장은 “국내 B2B <b>핀테크</b> 분야에서의 성공 모델을 기반으로 해외 시장을 꾸준히... ,"Wed, 17 Jul 2024 17:41:00 +0900"
5,"KB금융, 'KB스타터스 싱가포르' 12개사 선정",https://www.newspim.com/news/view/20240717001156,https://www.newspim.com/news/view/20240717001156,KB스타터스 싱가포르로 선정된 기업은 싱가포르의 'KB 글로벌 <b>핀테크</b> 랩'을 통해 ▲싱가포르 내 업무공간 지원 ▲현지 AC육성 프로그램 제공 ▲기관 네트워크 지원 ▲현지 VC 연계 투자 지원 ▲동남아시아에 진출한... ,"Wed, 17 Jul 2024 17:33:00 +0900"
6,"KB금융, 'KB스타터스 싱가포르' 12개社 선정",https://vop.co.kr/A00001657908.html,https://vop.co.kr/A00001657908.html,"KB스타터스 싱가포르로 선정된 기업은 싱가포르의 KB 글로벌 <b>핀테크</b> 랩을 통해 싱가포르 내 업무공간 지원, 현지 AC육성 프로그램 제공, 기관 네트워크 지원, 현지 VC 연계 투자 지원, 동남아시아에 진출한 KB금융... ","Wed, 17 Jul 2024 17:30:00 +0900"
7,"KB금융, 해외진출할 국가대표 'K-스타트업' 키운다",https://www.fortunekorea.co.kr/news/articleView.html?idxno=40530,https://www.fortunekorea.co.kr/news/articleView.html?idxno=40530,"'KB스타터스 싱가포르'로 선정된 기업은 싱가포르의 'KB 글로벌 <b>핀테크</b> 랩'을 통해 ▲싱가포르 내 업무공간 지원, ▲현지 AC육성 프로그램 제공, ▲기관 네트워크 지원, ▲현지 VC 연계 투자 지원, ▲동남아시아에 진출한... ","Wed, 17 Jul 2024 17:16:00 +0900"
8,"KB금융, '글로벌 유니콘 기업'목표… 국가대표 'K-스타트업' 본격 양성",http://www.sisacast.kr/news/articleView.html?idxno=58590,http://www.sisacast.kr/news/articleView.html?idxno=58590,"KB스타터스 싱가포르로 선정된 기업은 싱가포르의 'KB 글로벌 <b>핀테크</b> 랩'을 통해 ▲싱가포르 내 업무공간 지원, ▲현지 AC육성 프로그램 제공, ▲기관 네트워크 지원, ▲현지 VC 연계 투자 지원, ▲동남아시아에 진출한... ","Wed, 17 Jul 2024 17:14:00 +0900"
9,"금융권, 디지털 인재 양성",http://www.wsobi.com/news/articleView.html?idxno=247715,http://www.wsobi.com/news/articleView.html?idxno=247715,"올해는 글로벌 금융시장의 중심인 영국의 <b>핀테크</b> 기업과 스타트업 육성 교육 기관, 글로벌 금융기관 등을 견학하며 선진 금융과 기술을 체험한다. 이와 함께 기존과 동일하게 수료자 전원 하나금융그룹 입사 지원 시... ","Wed, 17 Jul 2024 17:10:00 +0900"
0,"KB금융, '글로벌 유니콘 기업'을 향한 국가대표 'K-스타트업' 키운다",https://www.polinews.co.kr/news/articleView.html?idxno=658077,https://www.polinews.co.kr/news/articleView.html?idxno=658077,"'KB스타터스 싱가포르'로 선정된 기업은 싱가포르의 'KB 글로벌 <b>핀테크</b> 랩'을 통해 ▲싱가포르 내 업무공간 지원, ▲현지 AC육성 프로그램 제공, ▲기관 네트워크 지원, ▲현지 VC 연계 투자 지원, ▲동남아시아에 진출한... ","Wed, 17 Jul 2024 16:51:00 +0900"
1,당국 &quot;가상자산 실사용 사례 보여줘야&quot;…업계 &quot;혁신의 기회 달라&quot;(종합),https://www.news1.kr/finance/blockchain-fintech/5482447,https://n.news.naver.com/mnews/article/421/0007669449?sid=101,정 대표는 &quot;현재 금융규제 샌드박스는 기존 금융사들이나 <b>핀테크</b> 기업들을 대상으로 이뤄지고 있다&quot;며 &quot;이 제도를 가상자산 업체들에도 문호를 열어준다면 사업자들에게는 테스트베드(시험장) 또는 시행착오를 줄일 좋은... ,"Wed, 17 Jul 2024 16:46:00 +0900"
2,"[스타트업] 금융권, 혁신 스타트업 맞춤 지원 나서... KB금융·하나은행·신용...",http://www.thevaluenews.co.kr/news/view.php?idx=184355,http://www.thevaluenews.co.kr/news/view.php?idx=184355,‘KB스타터스 싱가포르’로 선정된 기업은 싱가포르의 ‘KB 글로벌 <b>핀테크</b> 랩’을 통해 △싱가포르 내 업무공간 지원 △현지 AC육성 프로그램 제공 △기관 네트워크 지원 △현지 VC 연계 투자 지원 △동남아시아에... ,"Wed, 17 Jul 2024 16:44:00 +0900"
3,"KB금융, 'KB스타터스 싱가포르' 12개社 선정",http://www.thefirstmedia.net/news/articleView.html?idxno=150228,http://www.thefirstmedia.net/news/articleView.html?idxno=150228,"'KB스타터스 싱가포르'로 선정된 기업은 싱가포르의 'KB 글로벌 <b>핀테크</b> 랩'을 통해 ▲싱가포르 내 업무공간 지원, ▲현지 AC육성 프로그램 제공, ▲기관 네트워크 지원, ▲현지 VC 연계 투자 지원, ▲동남아시아에 진출한... ","Wed, 17 Jul 2024 16:28:00 +0900"
4,"&quot;매출채권 유동화·AI 기업 분석 가속화&quot;...276홀딩스, 중기부 '팁스' 선정",http://www.fnnews.com/news/202407171557503009,https://n.news.naver.com/mnews/article/014/0005214891?sid=101,매출채권을 기반으로 소상공인 운영 자금 조달 솔루션을 제공하는 <b>핀테크</b> 스타트업 276홀딩스가 중소벤처기업부의 기술창업지원 프로그램 ‘팁스(TIPS)’에 선정됐다고 17일 밝혔다. 이번 선정으로 276홀딩스는 향후 2년... ,"Wed, 17 Jul 2024 16:24:00 +0900"
5,"[금융 &amp; NOW] KB금융, ‘KB스타터스 싱가포르’ 12개사 선정 등",https://www.ebn.co.kr/news/view/1630006/?sc=Naver,https://www.ebn.co.kr/news/view/1630006/?sc=Naver,‘KB스타터스 싱가포르’로 선정된 기업은 싱가포르의 ‘KB 글로벌 <b>핀테크</b> 랩’을 통해 △싱가포르 내 업무공간 지원 △현지 AC육성 프로그램 제공 △기관 네트워크 지원 △현지 VC 연계 투자 지원 △동남아시아에... ,"Wed, 17 Jul 2024 16:22:00 +0900"
6,'여행자보험 비교추천' 코앞인데…플랫폼 vs 보험사 기싸움 점입가경,http://www.edaily.co.kr/news/newspath.asp?newsid=03276726638955504,https://n.news.naver.com/mnews/article/018/0005792299?sid=101,앞서 금융위는 보험 비교·추천서비스 출시 전 소비자보호와 <b>핀테크</b>사의 우월적 지위 남용 방지를 위해 수수료 규제를 설정했다. 보험종목별로 보험료 구조가 다른 만큼 보험료 대비 수수료 한도도 상품마다 각양각색이다.... ,"Wed, 17 Jul 2024 16:18:00 +0900"
7,[1인가구 재테크] 짠테크도 게임처럼..챌린지성 앱테크 인기,http://www.dailypop.kr/news/articleView.html?idxno=79827,http://www.dailypop.kr/news/articleView.html?idxno=79827,최근 <b>핀테크</b> 업계에서 게임 요소를 가미한 챌린지성 앱테크 출시가 활발히 이뤄지고 있다. 걸음 수를 체크하고 광고를 보는 등 미션 형식에서 한 단계 더 진화한 것으로 소비자들의 반응도 좋다. 친구들과 '의리 게임... ,"Wed, 17 Jul 2024 16:10:00 +0900"
8,"USDC 활용 실시간 국제 송금 스타트업 칼리자, 850만달러 투자 유치",https://www.digitaltoday.co.kr/news/articleView.html?idxno=525781,https://www.digitaltoday.co.kr/news/articleView.html?idxno=525781,칼리자는 고객들 이름은 구체적으로 언급하지 않았지만 송금 및 급여와 같은 기능을 통해  해외 거래를 하는 기업 및 개인들을 보다 잘 지원하려고 하는 은행들이나 <b>핀테크</b> 회사들이라고 전했다. 칼리자는 기존... ,"Wed, 17 Jul 2024 16:08:00 +0900"
9,"KB금융, 글로벌 유니콘 기업 향한 'K-스타트업' 키운다",https://www.ddaily.co.kr/page/view/2024071716065878829,https://n.news.naver.com/mnews/article/138/0002177837?sid=101,"‘KB스타터스 싱가포르’로 선정된 기업은 싱가포르의 ‘KB 글로벌 <b>핀테크</b> 랩’을 통해 ▲싱가포르 내 업무공간 지원, ▲현지 AC육성 프로그램 제공, ▲기관 네트워크 지원, ▲현지 VC 연계 투자 지원, ▲동남아시아에... ","Wed, 17 Jul 2024 16:08:00 +0900"
0,"KB금융그룹, ‘KB스타터스 싱가포르’ 12개사 선정",https://www.cnbnews.com/news/article.html?no=671419,https://www.cnbnews.com/news/article.html?no=671419,‘KB스타터스 싱가포르’는 지난 2022년부터 국내 스타트업의 해외 시장 안착을 지원하기 위해 KB금융이 운영하고 있는 기업 육성 프로그램으로 싱가포르의 ‘KB 글로벌 <b>핀테크</b> 랩’을 통해 ▲싱가포르 내 업무공간... ,"Wed, 17 Jul 2024 16:00:00 +0900"
1,"트위터 공동 창업자 잭 도시의 블록, 문페이와 협력해 비트코인 구매 기능 제...",https://www.tokenpost.kr/article-187373,https://www.tokenpost.kr/article-187373,트위터 공동 창업자 잭 도르시(Jack Dorsey)의 <b>핀테크</b> 회사 블록(Block)이 문페이(MoonPay)와 협력해 사용자가 '모든 주요 결제 수단'을 통해 비트코인을 구매할 수 있는 방법을 제공한다고 화요일 발표했다. 여기에는... ,"Wed, 17 Jul 2024 15:58:00 +0900"
2,"KB금융, AI·에듀테크·헬스케어 등 12개 스타트업 지원",http://www.globalepic.co.kr/view.php?ud=20240717100317790862abca1943_29,http://www.globalepic.co.kr/view.php?ud=20240717100317790862abca1943_29,"‘KB스타터스 싱가포르’로 선정된 기업은 싱가포르의 ‘KB 글로벌 <b>핀테크</b> 랩’을 통해 △싱가포르 내 업무공간 지원 △현지 AC육성 프로그램 제공 △기관 네트워크 지원 △현지 VC 연계 투자 지원, △동남아시아에... ","Wed, 17 Jul 2024 15:58:00 +0900"
3,"KB금융, 'K-스타트업' 키운다…KB스타터스 싱가포르 12개사 선정",http://news.tf.co.kr/read/economy/2116621.htm,https://n.news.naver.com/mnews/article/629/0000305271?sid=101,"'KB스타터스 싱가포르'로 선정된 기업은 싱가포르의 'KB 글로벌 <b>핀테크</b> 랩'을 통해 △싱가포르 내 업무공간 지원, △현지 AC육성 프로그램 제공, △기관 네트워크 지원, △현지 VC 연계 투자 지원, △동남아시아에 진출한... ","Wed, 17 Jul 2024 15:56:00 +0900"
4,"네이버페이 “보험비교서 고수수료 요구 불가능, 입점 협의 중”",https://www.etnews.com/20240717000365,https://n.news.naver.com/mnews/article/030/0003224247?sid=101,비대면 채널로 보험가입이 활성화되면 보험사 측 채널 비용은 줄어든다. <b>핀테크</b> 업계 관계자는 “플랫폼 비교추천이 활성화되면 수수료 비용이 소비자에게 전가된다는 것은 사실과 다르다”고 말했다.,"Wed, 17 Jul 2024 15:47:00 +0900"
5,"KB금융, 'KB스타터스 싱가포르' 12개사 선정",http://www.m-i.kr/news/articleView.html?idxno=1140978,http://www.m-i.kr/news/articleView.html?idxno=1140978,"'KB스타터스 싱가포르'로 선정된 기업은 싱가포르의 'KB 글로벌 <b>핀테크</b> 랩'을 통해 ▲싱가포르 내 업무공간 지원, ▲현지 AC육성 프로그램 제공, ▲기관 네트워크 지원, ▲현지 VC 연계 투자 지원, ▲동남아시아에 진출한... ","Wed, 17 Jul 2024 15:36:00 +0900"
6,'위기'의 카카오...'SM 시세조종' 김범수 창업자 구속 기로,http://www.newsfc.co.kr/news/articleView.html?idxno=65587,http://www.newsfc.co.kr/news/articleView.html?idxno=65587,작년 12월 카카오의 <b>핀테크</b> 계열사 카카오페이는 사법리스크 여파로 미국 종합증권사 시버트 경영권 인수가 무산됐으며 카카오모빌리티의 유럽 최대 택시 호출 플랫폼 '프리나우'(FreeNow) 인수도 어려워진 상태다.... ,"Wed, 17 Jul 2024 15:36:00 +0900"
7,"KB금융, 'KB스타터스 싱가포르' 12개사 선정",http://www.newsinside.kr/news/articleView.html?idxno=2387094,http://www.newsinside.kr/news/articleView.html?idxno=2387094,"'KB스타터스 싱가포르'로 선정된 기업은 싱가포르의 'KB 글로벌 <b>핀테크</b> 랩'을 통해 ▲싱가포르 내 업무공간 지원 ▲현지 AC육성 프로그램 제공 ▲기관 네트워크 지원, ▲현지 VC 연계 투자 지원 ▲동남아시아에 진출한... ","Wed, 17 Jul 2024 15:30:00 +0900"
8,"KB금융그룹, 'KB스타터스 싱가포르' 참여 기업 12곳 확정",https://www.newsquest.co.kr/news/articleView.html?idxno=227563,https://www.newsquest.co.kr/news/articleView.html?idxno=227563,참여 스타트업은 싱가포르의 KB 글로벌 <b>핀테크</b> 랩을 통해 ▲싱가포르 내 업무공간 ▲현지 AC육성 프로그램 ▲기관 네트워크 ▲현지 벤처 캐피털(VC) 연계 투자 ▲동남아시아 진출 KB금융그룹 계열사 협업 ▲현지 기업... ,"Wed, 17 Jul 2024 15:26:00 +0900"
9,"KB금융, AI·에듀테크·헬스케어 등 12개 스타트업 해외진출 돕는다",https://www.todayeconomic.com/news/article.html?no=26045,https://www.todayeconomic.com/news/article.html?no=26045,KB스타터스 싱가포르로 선정된 기업은 싱가포르 ‘KB 글로벌 <b>핀테크</b> 랩’에서 ▲싱가포르 내 업무공간 지원 ▲현지 AC(액셀러레이터)육성 프로그램 제공 ▲기관 네트워크 지원 ▲현지 VC(벤처캐피탈) 연계 투자 지원... ,"Wed, 17 Jul 2024 15:16:00 +0900"
0,"김주현 금융위원장 &quot;금융보안 패러다임, 자율‧능동적 형태로 전환&quot; 강조",https://sports.hankooki.com/news/articleView.html?idxno=6868717,https://sports.hankooki.com/news/articleView.html?idxno=6868717,"이날 행사는 금융회사와 유관기관, <b>핀테크</b>기업 대표 및 관계자 등 총 135명이 참석한 가운데 진행됐다. 정보보호의 날은 지난 2009년 7월7일 발생했던 사이버 공격에 의한 정부기관, 금융회사 등의 대규모 장애사고를... ","Wed, 17 Jul 2024 14:56:00 +0900"
1,"KB금융, 12개 스타트업 ‘KB스타터스 싱가포르’ 기업에 선정",https://hobbyen-news.com/news/view/1065591167731773,https://hobbyen-news.com/news/view/1065591167731773,선정된 기업은 싱가포르의 ‘KB 글로벌 <b>핀테크</b> 랩’을 통해 ▲싱가포르 내 업무공간 ▲현지 AC(엑셀러레이터) 육성 프로그램 ▲기관 네트워크 ▲현지 VC(벤처캐피탈) 연계 투자 ▲KB금융 계열사 협업 ▲현지 기업과의... ,"Wed, 17 Jul 2024 14:54:00 +0900"
2,"KB금융, 국가대표 ‘K-스타트업’ 키운다…KB스타터스 싱가포르 12개社 선정",http://www.joseilbo.com/news/news_read.php?uid=521443&class=18&grp=,https://n.news.naver.com/mnews/article/123/0002338466?sid=101,'KB스타터스 싱가포르'로 선정된 기업은 싱가포르의 'KB 글로벌 <b>핀테크</b> 랩'을 통해 ▲싱가포르 내 업무공간 지원 ▲현지 AC육성 프로그램 제공 ▲기관 네트워크 지원 ▲현지 VC 연계 투자 지원 ▲동남아시아에 진출한... ,"Wed, 17 Jul 2024 14:39:00 +0900"
3,"KB금융 ‘KB스타터스 싱가포르’ 스타트업 12곳 선정, '글로벌 유니콘기업' 목...",https://www.businesspost.co.kr/BP?command=article_view&num=359214,https://www.businesspost.co.kr/BP?command=article_view&num=359214,KB스타터스 싱가포르에 최종 선정된 스타트업은 싱가포르의 'KB글로벌 <b>핀테크</b>랩'을 통해 △업무공간 지원 △현지 육성 프로그램 제공 △기관 네트워크 지원 △현지 자본 연계 투자 지원 △동남아 진출한 KB금융... ,"Wed, 17 Jul 2024 14:38:00 +0900"
4,&quot;유니콘 목표 국가대표 'K-스타트업' 키운다&quot; KB금융 'KB스타터스 싱가포르' ...,https://www.nbnews.kr/news/articleView.html?idxno=95134,https://www.nbnews.kr/news/articleView.html?idxno=95134,선정 기업은 싱가포르의 'KB 글로벌 <b>핀테크</b> 랩'을 통해 ▲싱가포르 내 업무공간 지원 ▲현지 AC육성 프로그램 제공 ▲기관 네트워크 지원 ▲현지 VC 연계 투자 지원 ▲동남아시아에 진출한 KB금융 계열사와의 협업... ,"Wed, 17 Jul 2024 14:36:00 +0900"
