,title,link,description,bloggername,bloggerlink,postdate
0,[기자단 뉴스] 생활 속 <b>핀테크</b> 알아보기 (여행 관련 서비스 편),https://blog.naver.com/koreafintech/222809960981,안녕하세요 한국<b>핀테크</b>지원센터 기자단 10기 김나영입니다:) 떠오르는 <b>핀테크</b> 산업! 여러분에게 <b>핀테크</b>란 무엇인가요? <b>핀테크</b>에 대한 인식은 어떠한지 주변 지인을 인터뷰해보았습니다. 다양한 분야 중에서도... ,한국핀테크지원센터,blog.naver.com/koreafintech,20220713
1,[<b>핀테크</b> 용어사전] #신경망(Neural Network),https://blog.naver.com/konagroup/223481920386,IT기업이 알려주는 <b>핀테크</b> 용어 코나아이와 함께 똑똑해져요! 24년 6월 3주 차 이번 주에 소개할 AI... * 출처: 컴퓨터인터넷IT용어대사전 등 &lt;<b>핀테크</b> 용어사전&gt;은 매주 월요일 업로드됩니다! 많은 관심과... ,코나아이 공식 블로그,blog.naver.com/konagroup,20240617
2,[<b>핀테크</b> 취준카페] #7편 - 인공지능(AI) 기업 소개,https://blog.naver.com/koreafintech/223201858015,[<b>핀테크</b> 취준카페] #7편 - 인공지능(AI) 기업 소개 오늘은 최근 가장 관심이 집중되고 있는 인공지능(AI)... 많은 <b>핀테크</b> 기업들은 아래 표를 참고하세요! 다해줘테크 아일리스프런티어 도시공유플랫폼... ,한국핀테크지원센터,blog.naver.com/koreafintech,20230904
3,<b>핀테크</b>  정의 사례 짧게 설명해드려요!!,https://blog.naver.com/oopmrxhso/223517893192,"<b>핀테크</b> 정의 사례 짧게 설명해드려요!! <b>핀테크</b>는 금융(finance)과 기술(technology)을 결합한 용어로, 금융업계에서 기존의 방식을 혁신하고 고객 경험을 개선하는 기술적 혁신을 의미합니다. 이는 금융 서비스의... ",갈릴레오 갈릴레이,blog.naver.com/oopmrxhso,20240719
4,<b>핀테크</b> 산업에 대해 몰랐던 15가지 사실,https://bestna98.tistory.com/134,"' <b>핀테크</b> 기업의 역할은? <b>핀테크</b> 기업은 은행의 전통적인 금융 거래를 분해하고, 한 분야에 특화된 효율적이고 간소화된 디지턈 인터페이스를 제공해요. 이는 온라인이나 매장에서 결제를 할 수 있는... ","배가투 일상,여행,리뷰 스토리",https://bestna98.tistory.com/,20240627
5,"[도서] <b>핀테크</b> 혁명, 리플이 승자다",https://blog.naver.com/mwchoi25/223488399533,"제목 <b>핀테크</b> 혁명 리플이 승자다 지은이 황춘일 지음 분량 291P 분야 경제 / 암호화폐 가격 정가 16,000원... 책의 구성은 크게 3가지로 나뉘는데 화폐의 역사, 화폐에 대한 개념과 정의에 대한 설명 / <b>핀테크</b>... ",시험은 쉬엄쉬엄,blog.naver.com/mwchoi25,20240623
6,<b>핀테크</b>의 혁신적인 금융 서비스 현황과 전망,https://blog.naver.com/zfnzeirvs/223517844037,"<b>핀테크</b>의 혁신적인 금융 서비스 현황과 전망 <b>핀테크</b>는 금융과 기술을 결합한 혁신적인 금융 서비스로, 디지털 금융의 새로운 흐름을 이끌고 있다. 현재 한국에서는 <b>핀테크</b> 기업들이 다양한 서비스를 선보이며... ",세종대왕,blog.naver.com/zfnzeirvs,20240719
7,[<b>핀테크</b>] 인도의 <b>핀테크</b> 시장 : 디지털 결제,https://blog.naver.com/natiz78/223462851892,1) 본격적으로 돈을 벌기 시작하는 인도 <b>핀테크</b> 시장 인도 정부의 강력한 디지털 금융정책과 디지털에 익숙한 젊은 인구층의 급성장으로 인 도 <b>핀테크</b> 산업은 빠르게 성장하고 있습니다. 2030년까지 인도... ,가와사키의 미래를 위한 재테크,blog.naver.com/natiz78,20240530
8,아프리카의 <b>핀테크</b> 산업 (케냐를 중심으로),https://blog.naver.com/kafoundation/223493138279,"오늘은 '아프리카의 <b>핀테크</b> 산업'에 대해 여러분께 소개해 드리려고 합니다 ~ <b>핀테크</b>라고 하니 너무 딱딱하고 어렵게 느껴지시나요? 사실 저도 그런데요 ... 우리가 일상 속에서 사용하는 페이앱, 은행앱... ",한·아프리카재단,blog.naver.com/kafoundation,20240627
9,<b>핀테크</b>  : 재테크 정보 비바리퍼블리카,https://blog.naver.com/blanche15/222633713993,"증권플러스 비상장 앱을 통해서 <b>핀테크</b>, 재테크 정보를 살펴볼게요^^ <b>핀테크</b>란 <b>핀테크</b>는 금융과 기술의 합성어로 기존의 오프라인을 기반으로 한 금융 서비스를 온라인으로 옮겨간 걸 의미한답니다. 기술이... ",블랑부케'story,blog.naver.com/blanche15,20220128
0,<b>핀테크</b> 아카데미 1,https://blog.naver.com/thebluebreeze/223516863971,"그러다가 서울시에서 진행하는 <b>핀테크</b> 아카데미를 알게 됐다. <b>핀테크</b>라는 용어는 알지만 구체적으로 사업의 범위가 어디까지인지, 현재 시장에서 <b>핀테크</b>가 어느 위치에 있는지는 전혀 모른다. 더군다나 항상... ",J의 사적인 이야기,blog.naver.com/thebluebreeze,20240718
1,'코리아 <b>핀테크</b> 위크 2023' 개막...'미래의 <b>핀테크</b>와 만나다',https://blog.naver.com/isop0315/223197937288,글로벌 <b>핀테크</b> 박람회 ‘코리아 <b>핀테크</b> 위크 2023’이 30일부터 9월 1일까지 서울 동대문디자인플라자(DDP)에서 개최된다. 올해 코리아 <b>핀테크</b> 위크는 '미래의 <b>핀테크</b>와 만나다'라는 주제로 역대 최대 규모로... ,이솝의 신나는하루,blog.naver.com/isop0315,20230830
2,[기자단 뉴스] 2022와 다른  ‘코리아 <b>핀테크</b> 위크 2023’... ,https://blog.naver.com/koreafintech/223180787468,코리아 <b>핀테크</b> 위크 2023이 곧 개최된다는 사실 알고 계시나요? 올해로 5회 차를 맞이한 행사인데요.... 코리아 <b>핀테크</b> 위크 2023 코리아 <b>핀테크</b> 위크는 글로벌 <b>핀테크</b> 트렌드 공유 및 교류를 촉진하고... ,한국핀테크지원센터,blog.naver.com/koreafintech,20230811
3,[7월 1주차] <b>핀테크</b>&amp;PG 트렌드 뉴스 클리핑(by.헥토파이낸셜),https://blog.naver.com/hectofinancial/223500808438,"이번주, 핫한 <b>핀테크</b>&amp;PG 업계 뉴스는? 이웃 및 서로이웃 여러분! 그리고 미래의고객님들! 안녕하세요?... 오늘도 많은 일이 벌어지는 <b>핀테크</b> &amp; PG 업계! ♀️♂️ 이번주에는 또 어떤 일이 있었을까요? 함께... ",헥토파이낸셜 공식 블로그,blog.naver.com/hectofinancial,20240705
4,[재테크 공부]<b>핀테크</b>에 대해 알아보자,https://blog.naver.com/dalbodeure777/223515894691,<b>핀테크</b> 금융(finance) + 기술(technology)= <b>핀테크</b>(fintech) <b>핀테크</b>란 ‘금융(finance)’과 ‘기술(technology)’이 결합한 서비스나 서비스를 제공하는 기업을 의미합니다. 금융 업계에서 금융 거래 과정을 전자화하기... ,OHARU DIARY,blog.naver.com/dalbodeure777,20240719
5,<b>핀테크</b>: 디지털 금융 혁신의 새로운 시대,https://blog.naver.com/qymiuzeht/223517409380,<b>핀테크</b>: 디지털 금융 혁신의 새로운 시대 <b>핀테크</b>는 금융과 기술을 결합한 혁신적인 서비스를 제공하는 산업이다. 최근 급부상하고 있는 <b>핀테크</b> 산업은 디지털 금융 분야에서 혁명적인 변화를 일으키고 있다.... ,성공 계획,blog.naver.com/qymiuzeht,20240718
6,[기자단 뉴스] 스타벅스 <b>핀테크</b> 기업일까,https://blog.naver.com/koreafintech/223110310978,스타벅스는 결제 시스템의 혁신을 통해 성장한 <b>핀테크</b> 기업입니다! 이게 무슨 말이냐고요? 함께... 스타벅스는 <b>핀테크</b> 기업 스타벅스를 더 이상 단순한 커피 전문점이 아니라 '결제 시스템'의 혁신을 통해... ,한국핀테크지원센터,blog.naver.com/koreafintech,20230524
7,"선문대, 한국<b>핀테크</b>연합회와 메타 플랫폼 전문가 양성을 위한... ",https://blog.naver.com/asandailynew/223510034892,"한국<b>핀테크</b>연합회, 유큐브와 Hyper Go·ABC 메타버스 플랫폼 기반의 전략 자산 인재 양성 및 취·창업 지원을 위한 업무 협약을 체결했다고 11일 밝혔다. 선문대, 한국<b>핀테크</b>연합회, 유큐브 외 10개 AI·SW... ",아산데일리 [공식 뉴스],blog.naver.com/asandailynew,20240712
8,한국<b>핀테크</b>지원센터 Daily News Monitoring [7/18 (목)],https://blog.naver.com/mmd1292/223516723204,"안녕하세요, 오늘의 주요 <b>핀테크</b> 뉴스를 공유 드립니다. 한국<b>핀테크</b>지원센터 Daily News Monitoring [7/18 (목)] [금융당국] 1. 김주현 금융위원장 “금융회사 구성원... ",리틀버핏,blog.naver.com/mmd1292,20240718
9,쿠콘 - 주목해야 할  <b>핀테크</b> 기업,https://blog.naver.com/pokara61/222415723836,올해 영업이익률 25% 예상되는 <b>핀테크</b> 기업이다. 경제적 해자를 갖춘 기업이니 꼭 공부해 놔야... <b>핀테크</b> 시장과 함께 성장 중인 데이터 사업부 쿠콘 1분기 매출액 143억원(+30% y-y) 기록. 동사는... ,포카라의 실전투자,blog.naver.com/pokara61,20210630
0,예멘의 경제적 회복을 위한 중점 과제: <b>핀테크</b> 도입과 NG 통신... ,https://blog.naver.com/dtaskyyn50/223515055306,"특히 <b>핀테크</b>와 NG(Next Generation) 통신 인프라의 도입이 중요한 역할을 할 수 있습니다 예멘의 경제 상황을 살펴보고, <b>핀테크</b>와 NG 통신 인프라가 어떻게 기여할 수 있는지 분석해 보겠습니다 예멘은 오랜 내전과... ",달달초코,blog.naver.com/dtaskyyn50,20240716
1,"달러스왑 <b>핀테크</b>만으로 800% 수익 난다!, 출판사 지식과 감성#",https://blog.naver.com/glgl3375/223520743946,"이번에 제가 소개할 책은 달러스왑 <b>핀테크</b>만으로 800% 수익 난다!, 저자 손대식님입니다. 이 책의... 출처 달러스왑 <b>핀테크</b>만으로 800% 수익 난다! 3페이지 재테크 전문가가 말하는 대로 장기투자를 하게 되면 99... ",I의 북도서관,blog.naver.com/glgl3375,20240721
2,"<b>핀테크</b>와 환경 지속 가능성, 협력으로 더 나아지다!",https://blog.naver.com/fithe15/223509880032,"<b>핀테크</b>와 환경 지속 가능성, 협력으로 더 나아지다! <b>핀테크</b> 기술과 환경 지속 가능성은 현재 많은 사람들이 주목하고 있는 주제입니다. 이 두 가지 요소가 상호 보완적으로 작용하여 서로를 더 나아지게 할 수... ",무역위크,blog.naver.com/fithe15,20240712
3,한국<b>핀테크</b>지원센터 Daily News Monitoring [7/19 (금)],https://blog.naver.com/mmd1292/223517931583,"안녕하세요, 오늘의 주요 <b>핀테크</b> 뉴스를 공유 드립니다. 한국<b>핀테크</b>지원센터 Daily News Monitoring [7/19 (금)] [금융당국] 1. 증선위, 코넥스 상장사 '씨앗' 회계처리 위반... ",리틀버핏,blog.naver.com/mmd1292,20240719
4,[기자단 뉴스] 리워드 앱테크 - <b>핀테크</b>의 무궁무진한 발전,https://blog.naver.com/koreafintech/223249981088,리워드 앱테크 - <b>핀테크</b>의 무궁무진한 발전 플렉스는 옛말 이젠 짠테크 시대! 앱테크 = 리워드 앱... 데이터 소모량이 많습니다. 포스팅이 유익했다면 좋아요 부탁드립니다! 한국<b>핀테크</b>지원센터 대학생 기자단,한국핀테크지원센터,blog.naver.com/koreafintech,20231030
5,[<b>핀테크</b> 트렌드 투어] #4편 - 글로벌 <b>핀테크</b> 산업 주요 트렌드,https://blog.naver.com/koreafintech/223127815136,글로벌 <b>핀테크</b>의 진화와 주요 트렌드 이제 금융서비스의 혁신을 넘어 대세로 자리잡은 <b>핀테크</b> 산업은 다양한 기회와 솔루션 개발을 통해 글로벌 금융산업의 발전을 이끌고 있습니다. 오늘은 세계... ,한국핀테크지원센터,blog.naver.com/koreafintech,20230613
6,[쿠콘뉴스] 7월 셋째 주 <b>핀테크</b> 최신 동향 정리,https://blog.naver.com/cooconportal/223513111327,✔ <b>핀테크</b> '멤버십’ 확대… 프리미엄·맞춤형 전략이 뜬다 <b>핀테크</b>업계에 프리미엄·맞춤형 혜택을 제공하는 멤버십 프로그램이 확대되고 있다. 특화 마케팅 전략을 통해 충성고객을 확보하고 서비스... ,쿠콘,blog.naver.com/cooconportal,20240715
7,[기자단 뉴스] <b>핀테크</b> 큐브 및 창업 지원 사업 출범식,https://blog.naver.com/koreafintech/223108601439,"2023년 4월 26일, 서울시 마포구에 위치한 프론트원 5층 박병원 홀에서 「<b>핀테크</b> 큐브 및 창업 지원 사업 출범식」이 열렸습니다. 한국<b>핀테크</b>지원센터는 매년 <b>핀테크</b> 분야 우수 아이템을 보유한 초기... ",한국핀테크지원센터,blog.naver.com/koreafintech,20230523
8,[AI·<b>핀테크</b> 석사] 2023 가을학기 국제조세전문가 과정(비학위),https://blog.naver.com/assist_univ/223248111107,국제조세전문가 과정을 총괄 진행하시는 이경근 교수님께서는 aSSIST AI<b>핀테크</b> 석사 과정의 주임교수와... 참여하신 모든 학생들을 환영합니다. #<b>핀테크</b> #AI #직장인석사 #디지털금융 #AI<b>핀테크</b> #주말수업 #chatgpt,서울과학종합대학원대학교 공식 블로그,blog.naver.com/assist_univ,20231027
9,[기자단 뉴스] <b>핀테크</b> 포용금융 핵셀러레이터 아이디어 디벨롭... ,https://blog.naver.com/koreafintech/223184827677,핵셀러레이터란 해커톤 + 액셀러레이터로 <b>핀테크</b> 및 포용금융을 주제로 아이디어를 고도화하는 프로그램을 의미 <b>핀테크</b>를 활용한 포용금융 관련 아이디어 고도화를 위해 한국<b>핀테크</b>지원센터와... ,한국핀테크지원센터,blog.naver.com/koreafintech,20230823
0,[기자단 뉴스] ‘미래의 <b>핀테크</b>와 만나다’ 코리아 <b>핀테크</b>... ,https://blog.naver.com/koreafintech/223176881835,"‘미래의 <b>핀테크</b>와 만나다’ 코리아 <b>핀테크</b> 위크 2023 자세하게 알려드리겠습니다! 코리아 <b>핀테크</b> 위크 2023 일정 ■일시 : 2023.08.30 (수) ~ 2023.09.01 (금) ■장소 : 서울 동대문디자인플라자 (DDP) 아트홀 1,2관... ",한국핀테크지원센터,blog.naver.com/koreafintech,20230807
1,"[기자단 뉴스] <b>핀테크</b>인의 축제, <b>핀테크</b> 위크 2023 미리 알아보기",https://blog.naver.com/koreafintech/223179811741,"<b>핀테크</b>인의 축제, <b>핀테크</b> 위크 2023에 대해 미리 알려드리겠습니다! 코리아 <b>핀테크</b> 위크란? ■2019년부터 시작해 올해 5회 차를 맞이하는 행사 ■<b>핀테크</b> 산업의 글로벌 트렌드와 인사이트 공유 ■<b>핀테크</b>... ",한국핀테크지원센터,blog.naver.com/koreafintech,20230810
2,[기자단 뉴스] 생활 속 <b>핀테크</b> 사례,https://blog.naver.com/koreafintech/223078422121,<b>핀테크</b>가 4차산업시대를 이끌 기술이라는데.. 대체 <b>핀테크</b>가 뭔데 ? <b>핀테크</b> 라는 단어가 생소한 여러분! 우리는 매일매일 <b>핀테크</b> 기술을 사용하고 있답니다 예시를 통해 어떤 기술들이 있는지 알려드릴게요!... ,한국핀테크지원센터,blog.naver.com/koreafintech,20230418
3,"[신문스크랩] 전자신문 230124           <b>핀테크</b>·금융사, 데이터... ",https://blog.naver.com/ilragi/223331980823,"출처 : 전자신문 240124 9P 정다은 기자 ******@******.*** 1 <b>핀테크</b>·금융사, 데이터 거래 안전해진다 1-1 1GB... 데이터허브는 <b>핀테크</b> 기업과 금융회사가 간편하고 안전하게 데이터를 송수신할 수 있는 네트워크... ",나만의..,blog.naver.com/ilragi,20240124
4,[<b>핀테크</b> 용어사전] #딥페이크(Deepfake),https://blog.naver.com/konagroup/223474917872,"IT기업이 알려주는 <b>핀테크</b> 용어 코나아이와 함께 똑똑해져요! 24년 6월 2주 차 이번 주에 소개할 AI... * 출처: 한국정보통신기술협회, 전자신문 &lt;<b>핀테크</b> 용어사전&gt;은 매주 월요일 업로드됩니다! 많은 관심과... ",코나아이 공식 블로그,blog.naver.com/konagroup,20240610
5,[기자단 뉴스] 제6회 <b>핀테크</b> 아이디어 공모전 참가자 모집,https://blog.naver.com/koreafintech/223143186093,"공모전 개요 공모주제 <b>핀테크</b> 관련 비즈니스 모델 사업 및 기술 아이디어 등 공모기간 2023. 06. 12(월)~ 2023. 07. 17(수) 18시까지 주최 금융위원회 주관 한국<b>핀테크</b>지원센터 참가 자격 1, <b>핀테크</b> 관련... ",한국핀테크지원센터,blog.naver.com/koreafintech,20230630
6,<b>핀테크</b>의 미래와 혁신: 금융과 기술의 만남,https://blog.naver.com/izdffdpbb/223516358847,<b>핀테크</b>의 미래와 혁신: 금융과 기술의 만남 <b>핀테크</b>는 금융과 기술의 결합을 통해 혁신적인 서비스를 제공하는 산업이다. 최근 급부상한 <b>핀테크</b> 시장은 우리의 금융 생태계를 바꾸고 있다. 금융업계에서... ,짐 스틴슨,blog.naver.com/izdffdpbb,20240717
7,서울 <b>핀테크</b> 위크 2023 컨퍼런스 다녀옴,https://blog.naver.com/sunsun1890/223231723026,세계 <b>핀테크</b> 트렌드를 한눈에 만날 수 있는 서울 <b>핀테크</b> 위크 2023 다녀 왔답니다. 누려볼 수 있는 복지 경제 9월 25일부터 사전 신청 받아 10월 4일 수요일부터 10월 6일 금요일까지 전 세계 <b>핀테크</b> 기술과 그리고... ,해피니스의 맛있는 갬성 여행,blog.naver.com/sunsun1890,20231009
8,[기자단 뉴스] <b>핀테크</b> 일자리매칭 플랫폼 상담 후기(2),https://blog.naver.com/koreafintech/223129636851,"<b>핀테크</b> 구인, 구직 함께 해요! <b>핀테크</b> 분야 취업을 준비하는 분들을 위해 정보를 제공하고 기업과의 연결을 도와드려요! '일자리매칭 플렛폼'은? <b>핀테크</b> 일자리 정보와 <b>핀테크</b> 인식 확산을 통해 <b>핀테크</b> 기술 인재... ",한국핀테크지원센터,blog.naver.com/koreafintech,20230615
9,[기자단 뉴스] <b>핀테크</b> 일자리매칭 플랫폼 상담 후기(5),https://blog.naver.com/koreafintech/223130394707,#취업상담 #매칭 컨설팅 지원 <b>핀테크</b> 일자리 매칭 플랫폼 <b>핀테크</b> 일자리 매칭은 온라인과 오프라인을 연계해 운영하며 <b>핀테크</b> 구직자와 <b>핀테크</b> 기업의 수요와 변화에 맞춰 매칭 프로세스 진행... ,한국핀테크지원센터,blog.naver.com/koreafintech,20230616
0,<b>핀테크</b>의 혁신적인 변화와 미래 전망,https://blog.naver.com/xmrqnepub/223516633267,<b>핀테크</b>의 혁신적인 변화와 미래 전망 <b>핀테크</b>는 금융과 기술을 결합한 혁신적인 서비스를 제공하여 사용자들에게 새로운 경험을 제공하고 있습니다. 인터넷과 스마트폰의 보급으로 금융 서비스에 대한 접근성이... ,김시민,blog.naver.com/xmrqnepub,20240718
1,<b>핀테크</b> 금융의 미래,https://blog.naver.com/thelingly/223504485875,<b>핀테크</b> 금융의 미래 지금 우리는 <b>핀테크</b> 금융의 혁신적인 변화를 경험하고 있습니다. 이제는 전통적인 은행 업무를 편리하게 처리할 수 있는 다양한 디지털 서비스가 등장하였습니다. 모바일 앱을 통해 간편한... ,구칭의 맛깔나는 일상,blog.naver.com/thelingly,20240707
2,[금융규제 샌드박스] <b>핀테크</b> 종합 지원실 OPEN,https://blog.naver.com/koreafintech/223092600816,2023년 4월 3일 컨설팅 기능을 하나로 통합한 <b>핀테크</b> 종합 지원실 OPEN One-Stop Service <b>핀테크</b> 기업의 성장을 위한 맞춤형 컨설팅을 원스탑으로 제공 <b>핀테크</b> 종합 지원실이란? <b>핀테크</b> 기업의 성장 단계별... ,한국핀테크지원센터,blog.naver.com/koreafintech,20230503
3,[<b>핀테크</b>는 우리의 삶을... 서울<b>핀테크</b> 위크 현장에... ,https://blog.naver.com/fss2009/223235133095,"서울 <b>핀테크</b> 위크'에 현장 취재를 다녀왔는데요. 최근, 금융권의 가장 큰 토픽 중 하나인 <b>핀테크</b> 기술에 사람들의 관심이 쏠리면서 이번 <b>핀테크</b> 위크는 금융기관 종사자 뿐 아닌 일반인, 학생 등 누구나... ",금융감독원 공식 블로그,blog.naver.com/fss2009,20231012
4,"서울<b>핀테크</b>랩, 2023년 상반기 신규 입주기업 모집",https://kkuk.tistory.com/246,"서울<b>핀테크</b>랩에서는 2023년 상반기에 입주할 신규 창업기업을 모집합니다. 이번 기회를 통해 창업에... 국내외 <b>핀테크</b> 기업) 자격 요건: 직원 5명 이상, 매출 1억원 이상, 투자 유치액 1억원 이상 입주 혜택... ",kkuk,https://kkuk.tistory.com/,20230315
5,@@ <b>핀테크</b> 기업 한패스 장외주식 @@,https://blog.naver.com/mangosola/223514329948,한패스는 2017년 설립된 외환 <b>핀테크</b> 기업입니다. 한패스는 해외송금 서비스가 갖고 있는 불편함과... 양사가 보유하고 축적한 신뢰성 있는 송금이체서비스 및 보유한 <b>핀테크</b> 기술을 통해 베트남과 한국의... ,정실장의 비상장주식 상담 블로그,blog.naver.com/mangosola,20240716
6,"[기자단 뉴스] <b>핀테크</b> 큐브 입주기업, '루머(Roomer)... ",https://blog.naver.com/koreafintech/223184792944,"한국<b>핀테크</b>지원센터 대학생 기자단 11기 유도연, 이민준입니다. 오늘은 <b>핀테크</b> 큐브 입주기업, '루머(Roomer)'에 김희원 대표님과 인터뷰를 하게 되었는데요. ‘지금예약’은 <b>핀테크</b> 큐브기업으로 선정된... ",한국핀테크지원센터,blog.naver.com/koreafintech,20230816
7,<b>핀테크</b> 산업의 혁신적인 변화와 미래 전망,https://blog.naver.com/qtwynazmo/223516329212,"<b>핀테크</b> 산업의 혁신적인 변화와 미래 전망 <b>핀테크</b>는 금융과 기술을 결합한 혁신적인 산업으로, 디지털 금융 서비스를 제공하여 소비자들의 금융 생활을 편리하고 효율적으로 만들어주는 역할을 한다. 전통적인... ",사랑의 기술,blog.naver.com/qtwynazmo,20240717
8,「<b>핀테크</b>의 금융업 진출 활성화」 세미나에 다녀왔습니다!,https://blog.naver.com/fss2009/223198789044,"안녕하세요~ 금융감독원 대학생 기자단 박지훈입니다 :) 지난 21일, 금융감독원은 23.08.30 - 09.01, 동대문 디자인 플라자에서 개최하는 [코리아 <b>핀테크</b> 위크 2023]에서 [<b>핀테크</b>기업의 금융업 진출 활성화 및... ",금융감독원 공식 블로그,blog.naver.com/fss2009,20230831
9,울 막냉이 / 아이쿠카 키즈<b>핀테크</b>,https://blog.naver.com/wonderful_gahi/223498034036,이거 말고도 여러개 있다고 리스트를 읊어줬는데 카드 종류가 다양해서 아이쿠카로 선택 키즈 <b>핀테크</b>라니.. 작년 11월에 나왔다고함 엠즤 누나답게 바아로 카드를 만들어줬다. 세상 좋다. 이걸로 애기 위치... ,connection,blog.naver.com/wonderful_gahi,20240701
0,[<b>핀테크</b> 취준카페] #4편 - 자금중개 및 자산거래 기업 소개,https://blog.naver.com/koreafintech/223108798514,오늘 살펴볼 <b>핀테크</b> 기업은 바로 최근 빅테크들의 앞다툰 시장 진출로 많은 관심이 집중되고 있는 &lt;자금중개 및 자산거래&gt; 서비스 분야입니다. 이러한 &lt;자금중개·자산거래&gt; <b>핀테크</b> 서비스는 구체적으로 어떤... ,한국핀테크지원센터,blog.naver.com/koreafintech,20230522
1,한국<b>핀테크</b>지원센터 Daily News Monitoring [7/16 (화)],https://blog.naver.com/mmd1292/223514298440,"안녕하세요, 오늘의 주요 <b>핀테크</b> 뉴스를 공유 드립니다. 한국<b>핀테크</b>지원센터 Daily News Monitoring [7/16 (화)] [금융당국] 1. 여름 교통사고, 평상시보다 6% 증가…금감원... ",리틀버핏,blog.naver.com/mmd1292,20240716
2,쿠콘(Coucon): 데이터와 <b>핀테크</b>의 선두주자,https://blog.naver.com/lifeholdings/223516302936,"쿠콘(Coucon): 데이터와 <b>핀테크</b>의 선두주자 회사 개요 쿠콘(Coucon)은 대한민국의 대표적인 데이터 및 <b>핀테크</b> 솔루션 제공업체로, 2006년에 설립되었습니다. 다양한 산업 분야에 걸쳐 데이터 기반의 혁신적인... ",야미스탁 맛있는 주식검색,blog.naver.com/lifeholdings,20240717
3,한국<b>핀테크</b>지원센터 Daily News Monitoring [7/17 (수)],https://blog.naver.com/mmd1292/223515501842,"안녕하세요, 오늘의 주요 <b>핀테크</b> 뉴스를 공유 드립니다. 한국<b>핀테크</b>지원센터 Daily News Monitoring [7/17 (수)] [금융당국] 1. 금감원 “경유계약·수수료 부당지급 GA에... ",리틀버핏,blog.naver.com/mmd1292,20240717
4,[기자단 뉴스] 2023년도 <b>핀테크</b>와 함께! <b>핀테크</b> 인력양성 사업,https://blog.naver.com/koreafintech/223111462775,"한국<b>핀테크</b>지원센터에서 매년 주관하여 진행하는 ‘<b>핀테크</b> 인력양성 사업’. 이 <b>핀테크</b> 인력양성 사업이 무엇인지, 어떤 대상으로 해당 사업이 진행이 되는지 궁금한 점이 많으실 것이라고 생각됩니다. 여러... ",한국핀테크지원센터,blog.naver.com/koreafintech,20230525
5,[기자단 뉴스] 코리아 <b>핀테크</b> 위크 2023 참관객 인터뷰... ,https://blog.naver.com/koreafintech/223234779584,안녕하세요 한국<b>핀테크</b>지원센터 <b>핀테크</b> 기자단 이하경입니다. 지난 8월 30일부터 9월 1일까지 3일간 동대문디자인플라자 아트홀에서는 코리아 <b>핀테크</b> 위크 2023이 개최되었습니다. 코리아 <b>핀테크</b> 위크 2023은... ,한국핀테크지원센터,blog.naver.com/koreafintech,20231013
6,[기자단 뉴스] <b>핀테크</b> 기업 뱅크샐러드 미생물 검사,https://blog.naver.com/koreafintech/223148452453,<b>핀테크</b> 기업 뱅크샐러드 미생물 검사 마이데이터 연계를 통한 뱅크샐러드의 혁신 마이데이터 기반... 개인 <b>핀테크</b> 기업 뱅크샐러드 미생물 검사 시작 뱅크샐러드는 올해 4월부터 유전자 검사 서비스에 이어... ,한국핀테크지원센터,blog.naver.com/koreafintech,20230706
7,[기자단 뉴스] 2023년 <b>핀테크</b> 큐브 및 창업 지원 사업 출범식,https://blog.naver.com/koreafintech/223108558276,한국<b>핀테크</b>지원센터는 지난 4월 26일 마포 프론트원에서 <b>핀테크</b>큐브 및 창업지원사업 출범식을 개최하였습니다. 위 행사에서는 사업에 참여한 기업들에게 센터의 사업과 육성 프로그램을 소개하고 기업... ,한국핀테크지원센터,blog.naver.com/koreafintech,20230522
8,<b>핀테크</b>로 환경 지속 가능성을 높이는 방법!,https://blog.naver.com/fithe15/223506641069,<b>핀테크</b>로 환경 지속 가능성을 높이는 방법! 환경 문제는 현대 사회에서 가장 심각한 문제 중 하나로... 이러한 환경 문제에 대처하기 위해 <b>핀테크</b> 기술을 적극적으로 활용하는 방법이 크게 주목받고 있습니다.... ,무역위크,blog.naver.com/fithe15,20240709
9,[851]  <b>핀테크</b> 트렌드 2024 _ ITㆍ금융권 취업을 위한 : <b>핀테크</b>... ,https://blog.naver.com/aqua317/223295375760,"《<b>핀테크</b> 트렌드 2024》는 <b>핀테크</b> 현황과 전망을 다룬 책이에요. 디지털 기술이 등장한 이후 정보가 갖는 힘과 영향력의 범위는 폭발적으로 커졌어요. 빅데이터, 자동화, 인공지능으로 인해 모든 지식과 기술의... ",오즐,blog.naver.com/aqua317,20231217
0,[금융위원회/한국<b>핀테크</b>지원센터 주최] 코리아 <b>핀테크</b>위크... ,https://blog.naver.com/kkm7139/223201302828,"‘미래의 <b>핀테크</b>와 만나다’를 주제로 역대 최대 규모 개최 -<b>핀테크</b> 관련 기업뿐 아니라 일반인과 소통의 장 마련 <b>핀테크</b> 기술의 현재와 미래, 글로벌 트렌드가 한자리에 김경미 아나운서가 올해도 함께... ",김경미 아나운서 개인공간,blog.naver.com/kkm7139,20230903
